id,comment_problem,comment_verb,comment_obj
1311,heading,add,heading
1312,button or icon allow user to see current location,customize,placeholder image or alternative visual content
1314,setting page,add,text and title
1315,breakfast icon,make,breakfast icon
1316,current button size,increase,current button size
1317,comic series,adjust,systematic arrangement
1318,comic series,adjust,systematic arrangement
1319,ranking text,change,text color contrast
1320,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1321,ranking text,increase,boldness
1325,absence,reintegrate,breakfast icon
1326,ranking text,change,text color contrast
1331,ranking text,adjust,current button size
1333,ranking text,increase,current button size
1334,ranking text,increase,current button size
1335,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1337,positioning use design software to ensure alignment,replace,Create Account button
1339,text field,reduce,consistent style
1341,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1344,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1345,breakfast icon,adjust,text color contrast
1346,positioning use design software to ensure alignment,uniform font style to be use consistently,space element
1347,legibility,make,precise alignment and increase pad
1350,color weight,increase,color weight
1352,current button size,increase,current button size
1353,header and sub header,be,IBM Verse
1354,ranking text,change,text color contrast
1355,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1356,ranking text,adjust,text color contrast
1357,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1360,color weight,apply,uniform font style to be use consistently
1362,prominently position back button,give,similar graphic treatment
1364,button or icon allow user to see current location,add,button or icon allow user to see current location
1365,Result,adjust,systematic arrangement
1370,ranking text,know,ranking text
1371,call,change,text color contrast
1377,uniform font style to be use consistently,reduce,amount
1378,button or icon allow user to see current location,increase,current button size
1380,uniform font style to be use consistently,choose,appropriate icon clearly represent function
1382,purpose and function,uniform font style to be use consistently,placeholder image or alternative visual content
1383,ranking text,change,text color contrast
1384,breakfast icon,add,breakfast icon
1386,current button size,increase,current button size
1387,text color contrast,uniform font style to be use consistently,text color contrast
1388,disabled option,change,text color contrast
1389,ranking text,need,text 's small size and low color contrast
1390,Create Account button,increase,separate background
1391,create button,be,create button
1394,text color contrast,change,text color contrast
1397,send and receive graph,be,space element
1398,purpose and function,add,section border
1401,ranking text,increase,current button size
1404,ranking text,increase,separate background
1407,"more common language , such",prominently position back button,breakfast icon
1408,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1410,current lack,go,same
1411,purpose and function,add,section border
1412,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1413,text color contrast,change,color weight
1414,ranking text,increase,current button size
1416,current lack,uniform font style to be use consistently,text color contrast
1417,ranking text,increase,current button size
1418,ranking text,adjust,text color contrast
1420,ranking text,increase,current button size
1421,ranking text,align,ranking text
1422,cancel button,change,text color contrast
1424,ranking text,increase,current button size
1430,button or icon allow user to see current location,add,button or icon allow user to see current location
1432,purpose and function,increase,separate background
1433,breakfast icon,increase,spacing
1434,ranking text,prominently position back button,ranking text
1435,prominently position back button,relocate,slider
1436,absence,add,breakfast icon
1438,ranking text,increase,ranking text
1440,systematic arrangement,be,dark color scheme Bounding Box
1441,positioning use design software to ensure alignment,improve,clear and functional checkbox
1442,button or icon allow user to see current location,emphasize,button or icon allow user to see current location
1443,separate background,be,separate background
1444,current lack,add,add
1445,Place Order text,increase,separate background
1447,ranking text,increase,current button size
1448,Feedback heading,move,highlighted section
1450,current button size,increase,current button size
1452,facebook app,remove,login and logo
1453,positioning use design software to ensure alignment,choose,clear layout and intuitive navigation
1457,two label,change,text color contrast
1459,ranking text,adjust,text color contrast
1461,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1462,absence,add,button or icon allow user to see current location
1463,button or icon allow user to see current location,increase,current button size
1464,purpose and function,add,section border
1465,breakfast icon,add,breakfast icon
1467,highlighted section,be,placeholder image or alternative visual content
1468,separate background,choose,positioning use design software to ensure alignment
1470,positioning use design software to ensure alignment,reintegrate,breakfast icon
1471,current button size,increase,current button size
1474,ranking text,increase,current button size
1476,positioning use design software to ensure alignment,increase,current button size
1477,ranking text,increase,more readable font
1478,ranking text,increase,separate background
1479,positioning use design software to ensure alignment,reintegrate,button or icon allow user to see current location
1482,purpose and function,reintroduce,consistent margin
1483,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1484,systematic arrangement,align,purpose and function
1485,breakfast icon,increase,separate background
1486,purpose and function,give,similar graphic treatment
1487,button or icon allow user to see current location,update,button or icon allow user to see current location
1489,button or icon allow user to see current location,add,button or icon allow user to see current location
1490,button or icon allow user to see current location,uniform font style to be use consistently,button or icon allow user to see current location
1491,ranking text,change,text color contrast
1493,Medbook,increase,current button size
1494,ranking text,increase,current button size
1497,stand highlight,enlarge,stand highlight
1498,heading and text body,adjust,current button size
1499,ranking text,increase,current button size
1501,slider,increase,current button size
1504,miss label,add,clear label
1505,text field,know,text field
1506,menu option layout,enlarge,button or icon allow user to see current location
1510,heading,increase,color weight
1511,color weight,increase,color weight
1512,breakfast icon,increase,setting bar
1513,positioning use design software to ensure alignment,improve,legibility
1514,blue icon,omit,breakfast icon
1515,ranking text,increase,current button size
1516,breakfast icon,uniform font style to be use consistently,legible font be easy to read
1517,"more common language , such",prioritize,clear layout and intuitive navigation
1518,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1519,ranking text,uniform font style to be use consistently,space element
1520,positioning use design software to ensure alignment,be,consistent style
1521,ranking text,change,text color contrast
1523,ranking text,increase,current button size
1524,ranking text,increase,current button size
1525,two label,change,text color contrast
1526,current button size,be,ranking text
1527,uniform font style to be use consistently,increase,"more common language , such"
1529,breakfast icon,adjust,text color contrast
1531,vibrant and eye-catch color,increase,breakfast icon
1532,highlighted three dot,adjust,text color contrast
1533,separate background,choose,text color contrast
1534,positioning use design software to ensure alignment,add,breakfast icon
1536,ranking text,increase,current button size
1537,ranking text,arrange,purpose and function
1539,facebook app,increase,current button size
1540,ranking text,align,ranking text
1543,button or icon allow user to see current location,add,button or icon allow user to see current location
1545,positioning use design software to ensure alignment,reintegrate,breakfast icon
1547,Add Location button,uniform font style to be use consistently,text color contrast
1548,ranking text,change,text color contrast
1550,ranking text,increase,current button size
1554,ranking text,increase,current button size
1555,heading,increase,color weight
1557,positioning use design software to ensure alignment,add,check-box
1559,"more common language , such",ensure,systematic arrangement
1560,ranking text,change,text color contrast
1561,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1562,separation line,create button,more visual breathing room
1566,ranking text,increase,current button size
1568,purpose and function,prominently position back button,purpose and function
1569,ranking text,increase,current button size
1570,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1572,ranking text,increase,ranking text
1573,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1577,ranking text,increase,color weight
1578,absence,add,clear layout and intuitive navigation
1579,purpose and function,positioning use design software to ensure alignment,setting page
1581,button or icon allow user to see current location,align,button or icon allow user to see current location
1583,uniform font style to be use consistently,improve,placeholder image or alternative visual content
1584,ranking text,increase,current button size
1585,ranking text,uniform font style to be use consistently,current button size
1587,ranking text,increase,current button size
1588,ranking text,adjust,text color contrast
1591,separate background,choose,separate background
1593,positioning use design software to ensure alignment,reintegrate,breakfast icon
1594,Choose and km button,increase,length
1597,setting bar,change,systematic arrangement
1598,location tab,change,prominently position back button
1599,ranking text,change,text color contrast
1600,more readable font,change,more readable font
1605,ranking text,increase,current button size
1606,positioning use design software to ensure alignment,consider,clear and functional checkbox
1607,ranking text,reduce,current button size
1608,ranking text,change,ranking text
1609,ranking text,uniform font style to be use consistently,text color contrast
1610,ranking text,increase,current button size
1611,ranking text,increase,current button size
1612,clear and functional checkbox,reintegrate,purpose and function
1613,breakfast icon,add,breakfast icon
1614,ranking text,change,ranking text
1616,heading,uniform font style to be use consistently,text color contrast
1617,heading,align,heading
1618,checkbox contrast,increase,separate background
1619,systematic arrangement,adjust,positioning use design software to ensure alignment
1620,text field,be,dark color scheme Bounding Box
1623,ranking text,change,text color contrast
1624,ranking text,align,ranking text
1625,separation line,align,dark color scheme Bounding Box
1626,ranking text,change,text color contrast
1627,positioning use design software to ensure alignment,add,breakfast icon
1628,home,adjust,text color contrast
1629,more readable font,consider,more readable font
1630,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1633,text color contrast,change,text color contrast
1634,text color contrast,adjust,text color contrast
1635,highlighted section,ensure,similar graphic treatment
1636,appropriate icon clearly represent function,enlarge,appropriate icon clearly represent function
1637,ranking text,give,placeholder image or alternative visual content
1638,positioning use design software to ensure alignment,reintegrate,breakfast icon
1639,most important headline,change,prominently position back button
1640,more readable font,increase,current button size
1641,ranking text,increase,current button size
1644,purpose and function,add,section border
1645,breakfast icon,give,similar graphic treatment
1647,ranking text,increase,current button size
1650,ranking text,increase,current button size
1651,facebook app,enlarge,facebook app
1655,lineup here,remove,lineup button
1656,purpose and function,add,section border
1657,"more common language , such",align,"more common language , such"
1658,current button size,increase,current button size
1662,button or icon allow user to see current location,add,button or icon allow user to see current location
1663,ranking text,uniform font style to be use consistently,space element
1664,uniform font style to be use consistently,uniform font style to be use consistently,breakfast icon
1666,button or icon allow user to see current location,add,button or icon allow user to see current location
1667,heading,omit,heading
1668,ranking text,increase,current button size
1669,ranking text,adjust,text color contrast
1672,heading,increase,current button size
1675,button or icon allow user to see current location,add,button or icon allow user to see current location
1678,ok and cancel button,increase,text color contrast
1679,ranking text,increase,current button size
1680,positioning use design software to ensure alignment,add,button or icon allow user to see current location
1682,current button size,increase,current button size
1683,ranking text,increase,separate background
1684,two label,increase,current button size
1685,ranking text,consistent format,heading
1686,ranking text,increase,current button size
1687,Pad,change,text color contrast
1690,current button size,increase,current button size
1691,ranking text,be,button user can use to click Bounding Box
1694,ranking text,increase,current button size
1695,ranking text,increase,separate background
1696,color weight,increase,color weight
1699,disabled option,adjust,text color contrast
1700,ranking text,follow,dark color scheme Bounding Box
1702,breakfast icon,change,breakfast icon
1704,ranking text,increase,current button size
1705,button or icon allow user to see current location,reduce,length
1706,agreement statement,add,checkbox contrast
1707,absence,reintegrate,breakfast icon
1708,button or icon allow user to see current location,add,boundary
1709,current lack,prioritize,text color contrast
1710,ranking text,increase,current button size
1711,button or icon allow user to see current location,add,placeholder image or alternative visual content
1713,ranking text,increase,current button size
1714,ranking text,adjust,button 's width
1717,absence,reintegrate,breakfast icon
1718,setting bar,increase,current button size
1719,ranking text,increase,current button size
1720,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1721,breakfast icon,be,large font size and more white space Bounding Box
1722,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1725,current button size,increase,current button size
1726,ranking text,adjust,text color contrast
1727,Wi-fi auto-connection set screen,move,cancel button
1729,breakfast icon,change,text color contrast
1730,ranking text,establish,clear layout and intuitive navigation
1731,ranking text,increase,current button size
1732,button or icon allow user to see current location,add,button or icon allow user to see current location
1733,current button size,increase,current button size
1734,ranking text,uniform font style to be use consistently,text 's small size and low color contrast
1735,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1736,discount percentage,resize,button or icon allow user to see current location
1737,current lack,add,vibrant and eye-catch color
1739,purpose and function,identify,clear and functional checkbox
1740,ranking text,increase,separate background
1742,Babygogo,be,information
1743,ranking text,increase,current button size
1744,ranking text,uniform font style to be use consistently,text color contrast
1745,uniform font style to be use consistently,make,sense
1746,text and title,change,text and title
1748,ranking text,increase,current button size
1750,purpose and function,align,purpose and function
1752,current button size,increase,current button size
1753,"pro , and Rate app",replace,breakfast icon
1754,heading,adjust,"more common language , such"
1756,button or icon allow user to see current location,increase,current button size
1757,color weight,increase,color weight
1758,purpose and function,add,section border
1759,menu option layout,reintroduce,separation line
1760,breakfast icon,button place,heading
1762,purpose and function,arrange,purpose and function
1764,ranking text,increase,current button size
1765,two label,uniform font style to be use consistently,two label
1766,highlighted section,consider,text color contrast
1767,ranking text,increase,ranking text
1769,ranking text,update,ranking text
1770,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1771,username,maintain,more readable font
1772,ranking text,increase,current button size
1773,ranking text,adjust,current button size
1774,ranking text,change,color weight
1775,advertisement,include,"more common language , such"
1776,ranking text,increase,current button size
1777,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1778,separate background,choose,positioning use design software to ensure alignment
1779,ranking text,increase,current button size
1781,"more common language , such",move,Choose and km button
1782,breakfast icon,change,breakfast icon
1783,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1784,cancel button,increase,separate background
1785,ranking text,increase,current button size
1787,two label,begin,two label
1789,systematic arrangement,replace,button or icon allow user to see current location
1790,ranking text,increase,current button size
1791,breakfast icon,adjust,systematic arrangement
1792,image/ doodle,add,image/ doodle be clearly visible
1793,button or icon allow user to see current location,adjust,systematic arrangement
1794,ranking text,increase,current button size
1795,breakfast icon,change,breakfast icon
1796,playlist,display,playlist
1800,positioning use design software to ensure alignment,reintegrate,breakfast icon
1801,question mark icon,add,two label
1802,nearby stop element,change,error and omission except
1805,text color contrast,uniform font style to be use consistently,dark color scheme Bounding Box
1807,button or icon allow user to see current location,change,text color contrast
1809,ranking text,change,text color contrast
1810,current button size,increase,current button size
1812,space element,improve,space element
1813,ranking text,increase,spacing
1815,current button size,increase,current button size
1816,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1817,sign,change,text color contrast
1819,breakfast icon,adjust,text color contrast
1821,current ad section,prioritize,essential content
1823,ranking text,increase,current button size
1824,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1826,purpose and function,allow,space element
1827,setting bar,improve,clear and functional checkbox
1829,separation line,increase,separation line
1830,ranking text,separate,GO
1831,absence,add,breakfast icon
1835,ranking text,increase,current button size
1836,ranking text,increase,current button size
1840,positioning use design software to ensure alignment,uniform font style to be use consistently,placeholder image or alternative visual content
1842,positioning use design software to ensure alignment,reintegrate,breakfast icon
1843,absence,reintegrate,breakfast icon
1845,ranking text,adjust,separate background
1846,separate background,choose,text color contrast
1847,current button size,increase,current button size
1848,positioning use design software to ensure alignment,organize,positioning use design software to ensure alignment
1849,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1851,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1852,ranking text,adjust,text color contrast
1853,text color contrast,be,dark color scheme Bounding Box
1854,button or icon allow user to see current location,reintegrate,button or icon allow user to see current location
1855,positioning use design software to ensure alignment,add,"more common language , such"
1856,related content item,adjust,current button size
1857,positioning use design software to ensure alignment,remove,purpose and function
1858,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1859,ranking text,change,text color contrast
1864,ranking text,increase,current button size
1866,purpose and function,add,section border
1867,positioning use design software to ensure alignment,add,breakfast icon
1869,ranking text,increase,current button size
1870,ranking text,change,ranking text
1871,text delivery fee,change,text color contrast
1872,current button size,increase,current button size
1873,uniform font style to be use consistently,adjust,brightness
1875,text and title,change,text and title
1876,positioning use design software to ensure alignment,reintegrate,breakfast icon
1877,heading,increase,current button size
1879,back arrow icon,omit,back arrow icon
1880,breakfast icon,adjust,text color contrast
1881,ranking text,increase,current button size
1882,breakfast icon,change,breakfast icon
1883,choice,add,appropriate icon clearly represent function
1884,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1885,button or icon allow user to see current location,add,boundary
1887,ranking text,increase,current button size
1888,ranking text,align,ranking text
1889,breakfast icon,adjust,systematic arrangement
1890,ranking text,increase,current button size
1891,prominently position back button,revise,positioning use design software to ensure alignment
1892,Quantity value 1,uniform font style to be use consistently,text color contrast
1893,ranking text,increase,current button size
1894,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
1896,current button size,increase,current button size
1897,item load but lack proper visual-blank image,adjust,systematic arrangement
1898,current button size,increase,current button size
1900,unnecessarily large font,reduce,space element
1901,ranking text,align,ranking text
1903,location tab,add,separation line
1904,text color contrast,choose,text color contrast
1905,text color contrast,increase,separate background
1906,ranking text,uniform font style to be use consistently,s small size and left-alignment
1907,color weight,increase,color weight
1908,purpose and function,increase,uneven padding
1909,black circle,adjust,button 's width
1910,filter,include,user-friendly menu system
1911,ranking text,increase,current button size
1914,breakfast icon,make,breakfast icon
1915,button or icon allow user to see current location,adjust,separate background
1916,button or icon allow user to see current location,adjust,text color contrast
1917,positioning use design software to ensure alignment,improve,clear and functional checkbox
1918,two label,increase,current button size
1919,positioning use design software to ensure alignment,increase,length
1923,button or icon allow user to see current location,add,button or icon allow user to see current location
1924,positioning use design software to ensure alignment,add,breakfast icon
1925,button or icon allow user to see current location,adjust,text color contrast
1926,ranking text,increase,current button size
1928,current button size,increase,current button size
1929,setting page,thorough redesign,setting page
1930,facebook app,increase,current button size
1931,radio checkboxe,adjust,text color contrast
1932,positioning use design software to ensure alignment,increase,separate background
1934,spacing,uniform font style to be use consistently,similar graphic
1935,ranking text,increase,current button size
1937,ranking text,increase,current button size
1939,two label,maintain,more readable font
1940,text field,give,separate background
1941,positioning use design software to ensure alignment,reintegrate,breakfast icon
1944,ranking text,increase,current button size
1946,t,remove,purpose and function
1947,ranking text,increase,ranking text
1948,cross button,enlarge,cross button
1949,cancel,uniform font style to be use consistently,cancel button
1950,discount percentage,display,product
1951,absence,add,appropriate icon clearly represent function
1952,absence,add,appropriate icon clearly represent function
1953,ranking text,change,ranking text
1954,positioning use design software to ensure alignment,reintegrate,breakfast icon
1955,ranking text,emphasize,ranking text
1956,ranking text,increase,current button size
1957,prominently position back button,give,similar graphic treatment
1958,text color contrast,change,text color contrast
1959,ranking text,increase,current button size
1960,current button size,reduce,current button size
1961,breakfast icon,reduce,current button size
1962,ranking text,increase,current button size
1963,heading,increase,separate background
1965,current button size,increase,current button size
1967,ranking text,increase,current button size
1968,positioning use design software to ensure alignment,increase,current button size
1970,color weight,update,text color contrast
1971,more readable font,highlighted part darker,ranking text
1972,button or icon allow user to see current location,add,button or icon allow user to see current location
1973,positioning use design software to ensure alignment,add,space element
1974,text color contrast,increase,color weight
1975,breakfast icon,change,prominently position back button
1976,positioning use design software to ensure alignment,increase,length
1977,current button size,increase,current button size
1979,positioning use design software to ensure alignment,uniform font style to be use consistently,text color contrast
1982,current button size,increase,current button size
1983,same font size / type / color weight,add,same font size / type / color weight
1984,current button size,increase,current button size
1985,positioning use design software to ensure alignment,arrange,positioning use design software to ensure alignment
1986,text color contrast,change,text color contrast
1987,cross button,make,cross button
1988,ranking text,increase,ranking text
1989,"more common language , such",add,clear label or tool tip
1990,absence,add,breakfast icon
1992,ranking text,increase,separate background
1994,ranking text,increase,current button size
1995,setting bar,make,information
1996,advertisement,move,advertisement
1997,current lack,add,vibrant and eye-catch color
1998,breakfast icon,add,breakfast icon
1999,button or icon allow user to see current location,change,text color contrast
2000,ranking text,increase,current button size
2001,ranking text,increase,ranking text
2002,separate background,choose,positioning use design software to ensure alignment
2004,current ad section,omit,current ad section
2005,advertisement,include,"more common language , such"
2006,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2007,breakfast icon,change,text color contrast
2010,vibrant and eye-catch color,adjust,separate background
2011,separate background,maintain,visibility and aesthetic appeal
2012,ranking text,increase,current button size
2013,ranking text,uniform font style to be use consistently,text color contrast
2014,shelter,bolde,text and title
2016,text color contrast,change,text color contrast
2017,text color contrast,create button,placeholder image or alternative visual content
2018,ranking text,increase,current button size
2020,text color contrast,increase,text color contrast
2021,uniform font style to be use consistently,reduce,amount
2022,heading,make,main heading text bolder
2023,head general,increase,current button size
2024,ranking text,increase,separate background
2025,absence,reintegrate,breakfast icon
2026,current button size,increase,current button size
2028,facebook app,thorough redesign,positioning use design software to ensure alignment
2030,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2033,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2034,current button size,increase,current button size
2035,ranking text,increase,current button size
2037,ranking text,adjust,text color contrast
2041,positioning use design software to ensure alignment,reintegrate,breakfast icon
2042,absence,reintegrate,breakfast icon
2043,systematic arrangement,make,uniform font style to be use consistently
2044,positioning use design software to ensure alignment,reintegrate,breakfast icon
2045,purpose and function,change,prominently position back button
2046,purpose and function,omit,purpose and function
2047,ranking text,increase,current button size
2048,purpose and function,remain,same font size / type / color weight
2050,ranking text,uniform font style to be use consistently,ranking text
2051,ranking text,uniform font style to be use consistently,color weight
2052,color weight,increase,color weight
2053,ranking text,change,text color contrast
2054,positioning use design software to ensure alignment,reintegrate,breakfast icon
2055,purpose and function,add,purpose and function
2056,absence,reintegrate,button or icon allow user to see current location
2057,absence,reintegrate,breakfast icon
2059,ranking text,increase,current button size
2060,highlighted section,reduce,highlighted section
2061,information,uniform font style to be use consistently,more appropriate visual cue
2062,current button size,uniform font style to be use consistently,ranking text
2063,breakfast icon,increase,spacing
2064,more readable font,increase,current button size
2067,heading,increase,current button size
2068,brown button,adjust,"more common language , such"
2069,purpose and function,align,"more common language , such"
2071,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2072,item load but lack proper visual-blank image,replace,item load but lack proper visual-blank image
2074,two label,uniform font style to be use consistently,more appropriate visual cue
2076,ranking text,increase,current button size
2078,breakfast icon,add,legible font be easy to read
2079,current lack,increase,color weight
2080,essential content,prioritize,right arrow key
2081,breakfast icon,adjust,text color contrast
2085,purpose and function,allow,space element
2086,ranking text,change,ranking text
2087,ranking text,adjust,text color contrast
2088,ranking text,increase,color weight
2092,unnecessarily large font,reduce,space element
2093,absence,add,breakfast icon
2095,button or icon allow user to see current location,be,button or icon allow user to see current location
2096,breakfast icon,increase,separate background
2097,ranking text,increase,current button size
2098,ranking text,increase,ranking text
2100,ranking text,improve,legibility
2101,text mooe .,improve,clear and functional checkbox
2102,vibrant and eye-catch color,relocate,vibrant and eye-catch color
2104,purpose and function,reduce,current button size
2105,ranking text,improve,ranking text
2106,current button size,make,main heading text bolder
2107,breakfast icon,add,breakfast icon
2108,purpose and function,align,purpose and function
2110,menu option layout,enlarge,menu option layout
2111,purpose and function,give,similar graphic treatment
2112,breakfast icon,relate,purpose and function
2113,current button size,increase,current button size
2114,ranking text,increase,separate background
2116,ranking text,create button,placeholder image or alternative visual content
2117,breakfast icon,change,text color contrast
2118,current lack,be,space element
2119,breakfast icon,change,text color contrast
2120,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2121,purpose and function,give,spacing
2122,ranking text,change,text color contrast
2124,header and sub header,uniform font style to be use consistently,text color contrast
2125,separate background,reintroduce,separate background
2126,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2127,text color contrast,uniform font style to be use consistently,text color contrast
2128,ranking text,increase,current button size
2129,breakfast icon,adjust,text color contrast
2131,text and title,change,text and title
2132,breakfast icon,adjust,text color contrast
2134,ranking text,increase,current button size
2136,ranking text,enlarge,ranking text
2137,ranking text,uniform font style to be use consistently,text color contrast
2138,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2140,positioning use design software to ensure alignment,explore,dark color scheme Bounding Box
2141,ranking text,increase,separate background
2143,ranking text,increase,current button size
2146,ranking text,increase,current button size
2147,purpose and function,ensure,precise alignment and increase pad
2149,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2150,related content item,increase,separate background
2151,current ad section,replace,breakfast icon
2153,button or icon allow user to see current location,change,text color contrast
2154,positioning use design software to ensure alignment,choose,clear layout and intuitive navigation
2155,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2156,breakfast icon,adjust,separate background
2159,ranking text,increase,separate background
2160,ranking text,increase,current button size
2162,list,click,purpose and function
2164,positioning use design software to ensure alignment,reintegrate,breakfast icon
2166,ranking text,increase,current button size
2167,ranking text,increase,current button size
2168,two label,change,prominently position back button
2169,separate background,choose,positioning use design software to ensure alignment
2170,current lack,reintegrate,appropriate icon clearly represent function
2171,two label,increase,current button size
2172,current button size,be,current button size
2173,current button size,increase,current button size
2174,button or icon allow user to see current location,add,button or icon allow user to see current location
2175,positioning use design software to ensure alignment,add,breakfast icon
2176,current button size,increase,current button size
2177,current button size,enlarge,current button size
2179,current button size,increase,current button size
2180,information,move,information
2182,text Select Song / Music or Record Sound to edit and set,reduce,ranking text
2183,ranking text,increase,ranking text
2184,button or icon allow user to see current location,remove,dark color scheme Bounding Box
2185,ranking text,adjust,text color contrast
2186,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2187,text color contrast,change,text color contrast
2189,ranking text,increase,current button size
2190,purpose and function,move,set icon
2192,Day 1,give,"more common language , such"
2193,ranking text,increase,separate background
2194,more readable font,increase,current button size
2195,positioning use design software to ensure alignment,thorough redesign,setting page
2196,heading,increase,current button size
2197,heading,increase,current button size
2198,ranking text,change,text color contrast
2202,positioning use design software to ensure alignment,add,clear and prominent title
2203,purpose and function,change,text color contrast
2205,purpose and function,add,two label
2209,current button size,increase,current button size
2210,ranking text,increase,current button size
2211,button or icon allow user to see current location,add,boundary
2212,current button size,establish,clear layout and intuitive navigation
2213,ranking text,increase,current button size
2214,ranking text,increase,ranking text
2217,text 's small size and low color contrast,increase,text color contrast
2220,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2224,ui,display,disabled option
2226,purpose and function,space element,purpose and function
2227,color weight,increase,color weight
2228,ranking text,change,text color contrast
2229,social medium icon,be,primary purpose
2230,poor color contrast,increase,distribution ratio
2232,ranking text,uniform font style to be use consistently,space element
2234,purpose and function,add,section border
2235,positioning use design software to ensure alignment,reintroduce,breakfast icon
2236,breakfast icon,change,breakfast icon
2237,ranking text,increase,current button size
2239,ranking text,increase,current button size
2240,button or icon allow user to see current location,improve,clear and functional checkbox
2242,ranking text,increase,current button size
2243,ranking text,change,text color contrast
2244,ranking text,increase,space element
2245,separate background,choose,positioning use design software to ensure alignment
2246,current button size,increase,current button size
2247,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2249,ranking text,increase,current button size
2252,current button size,increase,current button size
2253,item load but lack proper visual-blank image,apply,text color contrast
2254,info,change,breakfast icon
2255,ranking text,uniform font style to be use consistently,text color contrast
2256,purpose and function,add,section border
2259,advertisement,add,clear close icon
2261,ranking text,increase,current button size
2262,ok and cancel button,add,clear layout and intuitive navigation
2264,ranking text,change,text color contrast
2265,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2266,ranking text,increase,current button size
2268,login and logo,choose,dark color scheme Bounding Box
2269,ranking text,increase,current button size
2270,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2271,current button size,increase,current button size
2273,ranking text,adjust,systematic arrangement
2274,ranking text,increase,current button size
2275,ranking text,change,text color contrast
2278,cross button,enlarge,cross button
2280,button or icon allow user to see current location,change,text color contrast
2281,setting bar,ensure,clear layout and intuitive navigation
2283,more readable font,increase,current button size
2284,ranking text,increase,current button size
2286,ranking text,establish,current button size
2288,menu option layout,enlarge,menu option layout
2289,button or icon allow user to see current location,adjust,text color contrast
2290,positioning use design software to ensure alignment,reintegrate,breakfast icon
2291,same font size / type / color weight,thorough redesign,same font size / type / color weight
2292,positioning use design software to ensure alignment,uniform font style to be use consistently,positioning use design software to ensure alignment
2293,text ),increase,current button size
2294,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2296,menu option layout,adjust,systematic arrangement
2297,information,add,clear and functional checkbox
2300,breakfast icon,resize,breakfast icon
2304,more readable font,uniform font style to be use consistently,current button size
2305,ranking text,increase,current button size
2306,button or icon allow user to see current location,enlarge,button or icon allow user to see current location
2307,separate background,choose,positioning use design software to ensure alignment
2308,setting bar,move,setting bar
2309,breakfast icon,adjust,systematic arrangement
2310,breakfast icon,make,current button size
2311,ranking text,increase,current button size
2314,ranking text,increase,current button size
2315,ranking text,adjust,current button size
2316,ranking text,increase,ranking text
2317,ranking text,increase,current button size
2318,current button size,increase,current button size
2319,abundance,have,spacing
2320,News App,adjust,text color contrast
2322,same font size / type / color weight,change,item load but lack proper visual-blank image
2323,ranking text,leave alignment,ranking text
2324,purpose and function,align,purpose and function
2325,purpose and function,leave alignment,ranking text
2329,ranking text,increase,current button size
2331,ranking text,increase,current button size
2332,button or icon allow user to see current location,increase,button or icon allow user to see current location
2334,RESTORE PURCHASES button,increase,separate background
